week,id,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,category,cuisine,city_code,region_code,center_type,op_area
2019-04-07,1366070.0,24.0,1885.0,144.53,144.53,0.0,0.0,1149.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-04-14,1158865.0,24.0,1885.0,145.56,145.56,0.0,0.0,379.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-04-21,1220349.0,24.0,1885.0,143.59,142.59,0.0,0.0,1268.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-04-28,1295978.0,24.0,1885.0,141.62,142.62,0.0,0.0,1189.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-05-05,1270585.0,24.0,1885.0,145.56,141.62,0.0,1.0,1606.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-05-12,1476139.0,24.0,1885.0,144.53,142.62,0.0,1.0,1324.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-05-19,1064808.0,24.0,1885.0,144.53,141.62,0.0,1.0,1458.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-05-26,1104615.0,24.0,1885.0,144.56,141.62,0.0,1.0,1365.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-06-02,1349999.0,24.0,1885.0,145.56,143.62,0.0,1.0,1390.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-06-09,1068156.0,24.0,1885.0,146.53,146.53,0.0,0.0,972.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-06-16,1462192.0,24.0,1885.0,145.5,147.5,0.0,0.0,1228.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-06-23,1260937.0,24.0,1885.0,147.5,145.5,0.0,0.0,1080.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-06-30,1370449.0,24.0,1885.0,146.5,146.5,0.0,0.0,1027.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-07-07,1096136.0,24.0,1885.0,147.5,145.5,0.0,0.0,1174.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-07-14,1256596.0,24.0,1885.0,146.5,147.5,0.0,0.0,1025.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-07-21,1231720.0,24.0,1885.0,146.53,145.53,0.0,0.0,931.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-07-28,1114334.0,24.0,1885.0,146.5,145.53,0.0,1.0,1310.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-08-04,1256584.0,24.0,1885.0,146.53,144.53,0.0,1.0,1148.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-08-11,1270704.0,24.0,1885.0,145.5,146.53,0.0,1.0,1149.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-08-18,1011689.0,24.0,1885.0,146.5,146.53,0.0,1.0,1269.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-08-25,1416721.0,24.0,1885.0,145.5,145.53,0.0,1.0,1296.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-09-01,1355896.0,24.0,1885.0,146.5,145.53,0.0,1.0,998.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-09-08,1256720.0,24.0,1885.0,145.53,146.53,0.0,1.0,1323.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-09-15,1202537.0,24.0,1885.0,143.56,145.53,0.0,1.0,1242.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-09-22,1483697.0,24.0,1885.0,143.62,145.53,0.0,1.0,1270.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-09-29,1320700.0,24.0,1885.0,142.62,141.62,0.0,0.0,1122.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-10-06,1342300.0,24.0,1885.0,145.53,146.53,0.0,0.0,1161.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-10-13,1163038.0,24.0,1885.0,145.53,145.53,0.0,0.0,1014.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-10-20,1495880.0,24.0,1885.0,143.56,145.56,0.0,0.0,973.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-10-27,1270762.0,24.0,1885.0,144.53,144.53,0.0,0.0,1176.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-11-03,1407589.0,24.0,1885.0,144.53,145.53,0.0,0.0,1133.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-11-10,1146063.0,24.0,1885.0,145.56,143.56,0.0,0.0,1337.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-11-17,1356230.0,24.0,1885.0,142.59,144.59,0.0,0.0,1054.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-11-24,1254973.0,24.0,1885.0,144.56,143.56,0.0,0.0,1405.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-12-01,1200419.0,24.0,1885.0,144.56,143.56,0.0,0.0,1107.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-12-08,1318396.0,24.0,1885.0,141.62,143.62,0.0,0.0,998.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-12-15,1052582.0,24.0,1885.0,146.53,146.53,0.0,0.0,1106.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-12-22,1007815.0,24.0,1885.0,144.56,145.56,0.0,0.0,1068.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-12-29,1050895.0,24.0,1885.0,151.38,151.38,0.0,0.0,1121.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-01-05,1244499.0,24.0,1885.0,150.41,150.41,0.0,0.0,1620.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-01-12,1196788.0,24.0,1885.0,147.44,148.44,0.0,0.0,1660.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-01-19,1167122.0,24.0,1885.0,149.44,147.44,0.0,0.0,1916.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-01-26,1125218.0,24.0,1885.0,148.41,148.44,0.0,1.0,1580.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-02-02,1294773.0,24.0,1885.0,149.38,147.44,0.0,1.0,1268.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-02-09,1177247.0,24.0,1885.0,149.41,148.44,0.0,1.0,1094.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-02-16,1154828.0,24.0,1885.0,145.5,147.5,0.0,0.0,1552.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-02-23,1070726.0,24.0,1885.0,146.47,145.5,0.0,1.0,1700.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-03-01,1055850.0,24.0,1885.0,146.47,147.47,0.0,0.0,2402.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-03-08,1222704.0,24.0,1885.0,145.5,146.47,0.0,1.0,1891.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-03-15,1205018.0,24.0,1885.0,148.47,147.47,0.0,1.0,1808.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-03-22,1337767.0,24.0,1885.0,145.5,145.5,0.0,0.0,1067.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-03-29,1260216.0,24.0,1885.0,148.47,146.47,0.0,0.0,553.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-04-05,1347623.0,24.0,1885.0,147.47,147.47,0.0,0.0,1255.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-04-12,1247111.0,24.0,1885.0,149.41,150.41,0.0,0.0,1216.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-04-19,1239873.0,24.0,1885.0,150.41,148.41,0.0,0.0,1405.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-04-26,1269137.0,24.0,1885.0,151.38,151.38,0.0,0.0,1324.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-05-03,1160040.0,24.0,1885.0,150.35,152.35,0.0,0.0,1390.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-05-10,1308582.0,24.0,1885.0,150.35,152.35,0.0,0.0,1458.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-05-17,1091059.0,24.0,1885.0,152.35,152.35,0.0,0.0,1648.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-05-24,1259135.0,24.0,1885.0,151.38,150.38,0.0,0.0,1242.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-05-31,1117334.0,24.0,1885.0,150.35,150.35,0.0,0.0,1513.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-06-07,1248863.0,24.0,1885.0,151.35,152.35,0.0,0.0,1620.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-06-14,1244970.0,24.0,1885.0,151.35,150.35,0.0,0.0,1364.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-06-21,1004030.0,24.0,1885.0,152.35,150.35,0.0,0.0,1647.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-06-28,1439299.0,24.0,1885.0,151.35,152.35,0.0,0.0,1565.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-07-05,1101666.0,24.0,1885.0,151.35,150.35,0.0,0.0,1756.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-07-12,1140238.0,24.0,1885.0,149.38,151.38,0.0,0.0,1511.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-07-19,1234816.0,24.0,1885.0,151.35,150.35,0.0,0.0,1324.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-07-26,1472299.0,24.0,1885.0,152.35,151.35,0.0,0.0,1351.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-08-02,1266710.0,24.0,1885.0,151.35,151.35,0.0,0.0,1296.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-08-09,1387761.0,24.0,1885.0,151.38,150.38,0.0,0.0,1297.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-08-16,1280217.0,24.0,1885.0,151.35,150.35,0.0,0.0,1511.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-08-23,1464873.0,24.0,1885.0,149.38,149.38,0.0,0.0,1511.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-08-30,1246698.0,24.0,1885.0,150.41,150.41,0.0,0.0,1554.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-09-06,1259066.0,24.0,1885.0,152.35,151.35,0.0,0.0,1891.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-09-13,1173704.0,24.0,1885.0,149.38,150.38,0.0,0.0,1592.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-09-20,1280430.0,24.0,1885.0,154.23,154.23,0.0,0.0,1701.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-09-27,1406024.0,24.0,1885.0,153.26,153.26,0.0,0.0,1581.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-10-04,1094103.0,24.0,1885.0,150.38,151.38,0.0,0.0,1403.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-10-11,1202585.0,24.0,1885.0,151.35,150.35,0.0,0.0,1972.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-10-18,1344592.0,24.0,1885.0,150.35,151.35,0.0,0.0,1877.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-10-25,1441626.0,24.0,1885.0,149.38,151.38,0.0,0.0,1403.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-11-01,1223225.0,24.0,1885.0,150.38,150.38,0.0,1.0,1958.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-11-08,1184275.0,24.0,1885.0,151.38,149.38,0.0,1.0,1984.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2020-11-15,1275021.0,24.0,1885.0,159.11,159.11,0.0,0.0,1890.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-02-11,1012104.0,24.0,1993.0,134.83,135.83,0.0,1.0,1243.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-02-18,1428175.0,24.0,1993.0,135.83,134.83,0.0,1.0,1350.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-02-25,1399209.0,24.0,1993.0,136.83,134.83,0.0,1.0,1607.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-03-04,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-03-11,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-03-18,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-03-25,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-04-01,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-04-08,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-04-15,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-04-22,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-04-29,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-05-06,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-05-13,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-05-20,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-05-27,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-06-03,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-06-10,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-06-17,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-06-24,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-07-01,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-07-08,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-07-15,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-07-22,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-07-29,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-08-05,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-08-12,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-08-19,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-08-26,1453327.0,24.0,1993.0,136.83,134.83,0.0,1.0,1635.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-09-02,1495922.0,24.0,1993.0,123.25,121.25,0.0,0.0,770.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-09-09,1284561.0,24.0,1993.0,146.53,144.53,0.0,0.0,864.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-09-16,1211505.0,24.0,1993.0,147.5,147.5,0.0,0.0,648.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-09-23,1204715.0,24.0,1993.0,147.5,146.5,0.0,0.0,811.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-09-30,1030203.0,24.0,1993.0,144.53,146.53,0.0,0.0,1214.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-10-07,1093213.0,24.0,1993.0,146.53,144.53,0.0,0.0,863.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-10-14,1137132.0,24.0,1993.0,144.53,146.53,0.0,0.0,890.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-10-21,1467775.0,24.0,1993.0,145.53,146.53,0.0,0.0,838.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-10-28,1301793.0,24.0,1993.0,141.62,143.62,0.0,0.0,906.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-11-04,1019091.0,24.0,1993.0,143.59,142.59,0.0,0.0,850.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-11-11,1169808.0,24.0,1993.0,143.56,144.56,0.0,0.0,986.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-11-18,1409198.0,24.0,1993.0,144.59,144.59,0.0,0.0,1041.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-11-25,1316735.0,24.0,1993.0,144.56,143.56,0.0,0.0,892.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-12-02,1432260.0,24.0,1993.0,144.59,142.59,0.0,0.0,944.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-12-09,1438805.0,24.0,1993.0,146.53,145.53,0.0,0.0,918.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-12-16,1221371.0,24.0,1993.0,146.53,146.53,0.0,0.0,1149.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-12-23,1236533.0,24.0,1993.0,143.56,144.56,0.0,0.0,1106.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2018-12-30,1345796.0,24.0,1993.0,142.59,142.59,0.0,0.0,917.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-01-06,1384521.0,24.0,1993.0,121.25,143.59,0.0,1.0,1351.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-01-13,1214949.0,24.0,1993.0,120.28,144.59,0.0,1.0,1513.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-01-20,1270724.0,24.0,1993.0,122.25,144.59,0.0,1.0,1552.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-01-27,1335979.0,24.0,1993.0,121.28,143.59,0.0,1.0,1187.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-02-03,1386078.0,24.0,1993.0,123.25,142.59,1.0,1.0,1700.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
2019-02-10,1194600.0,24.0,1993.0,121.25,144.59,1.0,1.0,2431.0,Beverages,Thai,614.0,85.0,TYPEB,3.6
